uo;tipo_siafi;no_siafi;ano_exercicio_receita;codigo_classificacao_receita;tipo_de_receita;fonte;receita_arrecadada_r;classificacao_receita;registro_receita;data_da_arrecadacao
2271;Convênio;9340508;2022;1321.00.1.1.01.000;Rendimento;70;9,89;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;05/01/2023
2271;Convênio;9341692;2022;1321.00.1.1.01.000;Rendimento;70;43.335,50;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;05/01/2023
2271;Convênio;9341693;2022;1321.00.1.1.01.000;Rendimento;70;67.968,24;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;05/01/2023
2271;Convênio;9342061;2022;1321.00.1.1.01.000;Rendimento;70;746,49;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;05/01/2023
2271;Convênio;9346152;2022;1321.00.1.1.01.000;Rendimento;70;7.022,79;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;05/01/2023
2271;Convênio;9346288;2022;1321.00.1.1.01.000;Rendimento;70;590,85;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;05/01/2023
2271;Convênio;9346613;2022;1321.00.1.1.01.000;Rendimento;70;92.319,80;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;05/01/2023
2301;Convênio;9275666;2022;1321.00.1.1.01.000;Rendimento;70;4.143,20;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;05/01/2023
2301;Convênio;9275668;2022;1321.00.1.1.01.000;Rendimento;70;4.143,22;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;05/01/2023
2311;Convênio;9270525;2022;1321.00.1.1.01.000;Rendimento;70;1.035,75;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;05/01/2023
2311;Convênio;9277463;2022;1321.00.1.1.01.000;Rendimento;70;5.069,35;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;05/01/2023
2311;Convênio;9317959;2022;1321.00.1.1.01.000;Rendimento;70;6.965,04;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;05/01/2023
2311;Convênio;9340586;2022;1321.00.1.1.01.000;Rendimento;70;302,37;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;05/01/2023
2311;Convênio;9341442;2022;1321.00.1.1.01.000;Rendimento;70;34.128,87;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;05/01/2023
4701;Portaria;9341441;2022;1321.00.1.1.01.000;Rendimento;10;3.838,20;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;05/01/2023
4701;Portaria;9341441;2022;1321.00.1.1.01.000;Rendimento;57;9.820,92;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;05/01/2023
4701;Portaria;9341441;2022;1718.99.1.1.99.999;Receita Corrente;57;6.396.828,48;OUTRAS TRANSFERENCIAS DA UNIAO - PRINCIPAL - DEMAIS - OUTROS;Arrecadado;05/01/2023
1071;Portaria;9345638;2022;1321.00.1.1.01.000;Rendimento;57;82.368,97;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1251;Convênio;9292803;2022;1321.00.1.1.01.000;Rendimento;70;64,65;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1251;Convênio;9292962;2022;1321.00.1.1.01.000;Rendimento;70;144,55;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1251;Convênio;9292962;2022;1738.10.9.1.20.002;Receita Corrente;70;4.142,40;DIVERSOS MUNICIPIOS/POLICIA MILITAR DO ESTADO DE MINAS GERAIS;Arrecadado;04/01/2023
1251;Convênio;9293653;2022;1321.00.1.1.01.000;Rendimento;70;6.617,66;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1251;Convênio;9293675;2022;1321.00.1.1.01.000;Rendimento;24;300,06;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1251;Convênio;9293702;2022;1321.00.1.1.01.000;Rendimento;70;72,12;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1251;Convênio;9309074;2022;1321.00.1.1.01.000;Rendimento;70;1.863,41;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1251;Convênio;9309930;2022;1321.00.1.1.01.000;Rendimento;70;856,87;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1251;Convênio;9309930;2022;1738.10.9.1.20.002;Receita Corrente;70;13.510,00;DIVERSOS MUNICIPIOS/POLICIA MILITAR DO ESTADO DE MINAS GERAIS;Arrecadado;04/01/2023
1251;Convênio;9313581;2022;1321.00.1.1.01.000;Rendimento;70;112,78;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1251;Convênio;9314597;2022;1321.00.1.1.01.000;Rendimento;70;34,04;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1251;Convênio;9315350;2022;1321.00.1.1.01.000;Rendimento;10;10,01;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1251;Convênio;9315350;2022;1321.00.1.1.01.000;Rendimento;24;453,48;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1251;Convênio;9317262;2022;1321.00.1.1.01.000;Rendimento;70;23.831,14;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1251;Convênio;9369466;2022;1321.00.1.1.01.000;Rendimento;70;679,90;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1251;Convênio;9369466;2022;2438.10.9.1.20.001;Receita de Capital;70;96.000,00;DIVERSOS MUNICIPIOS/POLICIA MILITAR DO ESTADO DE MINAS GERAIS;Arrecadado;04/01/2023
1401;Convênio;9315157;2022;1321.00.1.1.01.000;Rendimento;10;340,68;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1401;Convênio;9315157;2022;1321.00.1.1.01.000;Rendimento;24;1.597,70;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1401;Convênio;9315170;2022;1321.00.1.1.01.000;Rendimento;10;1.299,79;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1401;Convênio;9315170;2022;1321.00.1.1.01.000;Rendimento;24;47.206,23;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1401;Convênio;9321167;2022;1321.00.1.1.01.000;Rendimento;10;4.942,66;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1401;Convênio;9321167;2022;1321.00.1.1.01.000;Rendimento;24;63.475,66;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1401;Convênio;9325273;2022;1321.00.1.1.01.000;Rendimento;24;4.552,48;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1401;Convênio;9325280;2022;1321.00.1.1.01.000;Rendimento;24;14.739,26;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1401;Convênio;9344011;2022;1321.00.1.1.01.000;Rendimento;70;1.020,60;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1481;Convênio;9288059;2022;1321.00.1.1.01.000;Rendimento;24;19,38;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1481;Convênio;9288059;2022;1321.00.1.1.01.000;Rendimento;10;53,30;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1511;Convênio;9270149;2022;1321.00.1.1.01.000;Rendimento;24;608,22;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1511;Convênio;9319439;2022;1321.00.1.1.01.000;Rendimento;24;107,97;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
2071;Convênio;9294158;2022;1321.00.1.1.01.000;Rendimento;70;391,77;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
2261;Convênio;9370880;2022;1321.00.1.1.01.000;Rendimento;24;191,69;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
2301;Convênio;9318794;2022;1321.00.1.1.01.000;Rendimento;70;5.326,44;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
2301;Convênio;9319176;2022;1321.00.1.1.01.000;Rendimento;70;71.530,35;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
2301;Convênio;9324028;2022;1321.00.1.1.01.000;Rendimento;70;7.535,11;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
2301;Convênio;9324184;2022;1321.00.1.1.01.000;Rendimento;70;9.785,63;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
2301;Convênio;9371449;2022;1321.00.1.1.01.000;Rendimento;70;18.171,94;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
2301;Convênio;9371449;2022;2438.10.9.1.20.009;Receita de Capital;70;2.200.000,00;DIVERSOS MUNICIPIOS/DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DE MINAS GERAIS;Arrecadado;04/01/2023
9999;Acordo/Ajuste;9337957;2022;1321.00.1.1.01.000;Rendimento;95;5.014.611,91;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
9999;Acordo/Ajuste;9340584;2022;1321.00.1.1.01.000;Rendimento;95;8.273,40;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
9999;Acordo/Ajuste;9342884;2022;1321.00.1.1.01.000;Rendimento;95;1.644.437,69;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;04/01/2023
1231;Convênio;9271592;2022;1321.00.1.1.01.000;Rendimento;10;8,26;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1231;Convênio;9271592;2022;1321.00.1.1.01.000;Rendimento;24;303,46;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1231;Convênio;9276568;2022;1321.00.1.1.01.000;Rendimento;10;8,66;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1231;Convênio;9276568;2022;1321.00.1.1.01.000;Rendimento;24;252,98;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1231;Convênio;9283109;2022;1321.00.1.1.01.000;Rendimento;10;10,15;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1231;Convênio;9283109;2022;1321.00.1.1.01.000;Rendimento;24;473,14;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1231;Convênio;9322361;2022;1321.00.1.1.01.000;Rendimento;10;2,70;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1231;Convênio;9322361;2022;1321.00.1.1.01.000;Rendimento;24;130,47;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9270223;2022;1321.00.1.1.01.000;Rendimento;10;17,48;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9270223;2022;1321.00.1.1.01.000;Rendimento;24;834,64;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9273925;2022;1321.00.1.1.01.000;Rendimento;70;40.505,25;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9275414;2022;1321.00.1.1.01.000;Rendimento;70;1.739,03;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9275416;2022;1321.00.1.1.01.000;Rendimento;70;829,29;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9275416;2022;1738.10.9.1.20.002;Receita Corrente;70;6.000,00;DIVERSOS MUNICIPIOS/POLICIA MILITAR DO ESTADO DE MINAS GERAIS;Arrecadado;03/01/2023
1251;Convênio;9279438;2022;1321.00.1.1.01.000;Rendimento;70;1.063,52;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9280770;2022;1321.00.1.1.01.000;Rendimento;70;5.264,53;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9280770;2022;1738.10.9.1.20.002;Receita Corrente;70;20.000,00;DIVERSOS MUNICIPIOS/POLICIA MILITAR DO ESTADO DE MINAS GERAIS;Arrecadado;03/01/2023
1251;Convênio;9282915;2022;1321.00.1.1.01.000;Rendimento;70;1.110,91;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9282915;2022;1738.10.9.1.20.002;Receita Corrente;70;34.000,00;DIVERSOS MUNICIPIOS/POLICIA MILITAR DO ESTADO DE MINAS GERAIS;Arrecadado;03/01/2023
1251;Convênio;9282916;2022;1321.00.1.1.01.000;Rendimento;70;1.700,06;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9285205;2022;1321.00.1.1.01.000;Rendimento;70;2.783,32;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9286435;2022;1321.00.1.1.01.000;Rendimento;70;87,07;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9288047;2022;1321.00.1.1.01.000;Rendimento;70;82,69;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9291958;2022;1321.00.1.1.01.000;Rendimento;70;1.311,76;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9291958;2022;1738.10.9.1.20.002;Receita Corrente;70;8.000,00;DIVERSOS MUNICIPIOS/POLICIA MILITAR DO ESTADO DE MINAS GERAIS;Arrecadado;03/01/2023
1251;Convênio;9292047;2022;1321.00.1.1.01.000;Rendimento;70;194,68;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9292050;2022;1321.00.1.1.01.000;Rendimento;70;881,38;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9292802;2022;1321.00.1.1.01.000;Rendimento;70;678,34;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9293658;2022;1321.00.1.1.01.000;Rendimento;70;5.945,94;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9315152;2022;1321.00.1.1.01.000;Rendimento;70;1.138,21;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9315345;2022;1321.00.1.1.01.000;Rendimento;70;72,99;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9315346;2022;1321.00.1.1.01.000;Rendimento;70;3,80;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9315482;2022;1321.00.1.1.01.000;Rendimento;70;2,55;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9315629;2022;1321.00.1.1.01.000;Rendimento;70;14,11;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9317354;2022;1321.00.1.1.01.000;Rendimento;70;1.373,98;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9317875;2022;1321.00.1.1.01.000;Rendimento;70;889,64;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9317884;2022;1321.00.1.1.01.000;Rendimento;70;36,42;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9318434;2022;1321.00.1.1.01.000;Rendimento;24;882,31;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9318436;2022;1321.00.1.1.01.000;Rendimento;10;531,08;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9318436;2022;1321.00.1.1.01.000;Rendimento;24;25.868,22;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9318699;2022;1321.00.1.1.01.000;Rendimento;10;0,82;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9318699;2022;1321.00.1.1.01.000;Rendimento;24;33,15;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9318754;2022;1321.00.1.1.01.000;Rendimento;24;1.873,96;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9318764;2022;1321.00.1.1.01.000;Rendimento;10;2.504,93;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9318764;2022;1321.00.1.1.01.000;Rendimento;24;121.770,98;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9318771;2022;1321.00.1.1.01.000;Rendimento;70;9.248,91;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9318792;2022;1321.00.1.1.01.000;Rendimento;70;38,66;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9319127;2022;1321.00.1.1.01.000;Rendimento;70;648,57;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9324183;2022;1321.00.1.1.01.000;Rendimento;70;248,33;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9325892;2022;1321.00.1.1.01.000;Rendimento;70;404,38;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9326072;2022;1321.00.1.1.01.000;Rendimento;70;622,69;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9326072;2022;1738.10.9.1.20.002;Receita Corrente;70;10.800,00;DIVERSOS MUNICIPIOS/POLICIA MILITAR DO ESTADO DE MINAS GERAIS;Arrecadado;03/01/2023
1251;Convênio;9326074;2022;1321.00.1.1.01.000;Rendimento;70;12,65;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9327338;2022;1321.00.1.1.01.000;Rendimento;70;4.200,33;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9327540;2022;1321.00.1.1.01.000;Rendimento;70;349,74;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9331772;2022;1321.00.1.1.01.000;Rendimento;70;194,12;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9331893;2022;1321.00.1.1.01.000;Rendimento;70;2.065,00;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9340403;2022;1321.00.1.1.01.000;Rendimento;70;5.433,69;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9340403;2022;1738.10.9.1.20.002;Receita Corrente;70;158.333,33;DIVERSOS MUNICIPIOS/POLICIA MILITAR DO ESTADO DE MINAS GERAIS;Arrecadado;03/01/2023
1271;Convênio;9270144;2022;1321.00.1.1.01.000;Rendimento;10;1.011,44;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1271;Convênio;9270144;2022;1321.00.1.1.01.000;Rendimento;24;49.099,27;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1301;Convênio;9288250;2022;1321.00.1.1.01.000;Rendimento;24;9.792,38;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1301;Convênio;9292038;2022;1321.00.1.1.01.000;Rendimento;24;108.676,67;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1451;Convênio;9319193;2022;1321.00.1.1.01.000;Rendimento;10;1.661,41;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1451;Convênio;9319193;2022;1321.00.1.1.01.000;Rendimento;24;23.224,03;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1481;Convênio;9280371;2022;1321.00.1.1.01.000;Rendimento;10;0,51;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1481;Convênio;9280371;2022;1321.00.1.1.01.000;Rendimento;24;22,96;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
2061;Convênio;9321196;2022;1321.00.1.1.01.000;Rendimento;60;35,35;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
2061;Convênio;9321196;2022;1321.00.1.1.01.000;Rendimento;24;1.732,36;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
2421;Convênio;9279529;2022;1321.00.1.1.01.000;Rendimento;71;7,60;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
2421;Convênio;9279529;2022;1321.00.1.1.01.000;Rendimento;24;7.591,19;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
2421;Convênio;9314782;2022;1321.00.1.1.01.000;Rendimento;10;25,47;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
2421;Convênio;9327216;2022;1321.00.1.1.01.000;Rendimento;71;12.233,14;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
2421;Convênio;9327216;2022;1321.00.1.1.01.000;Rendimento;24;48.932,54;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
4691;Portaria;9317170;2022;1321.00.1.1.01.000;Rendimento;57;212.107,83;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
4691;Portaria;9317172;2022;1321.00.1.1.01.000;Rendimento;57;53.183,55;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
9999;Acordo/Ajuste;9288130;2022;1321.00.1.1.01.000;Rendimento;95;11.749,30;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
9999;Acordo/Ajuste;9288133;2022;1321.00.1.1.01.000;Rendimento;95;4.271.918,08;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
9999;Acordo/Ajuste;9288137;2022;1321.00.1.1.01.000;Rendimento;95;6.332.787,73;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
9999;Acordo/Ajuste;9288191;2022;1321.00.1.1.01.000;Rendimento;95;3.981.545,70;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
9999;Acordo/Ajuste;9288212;2022;1321.00.1.1.01.000;Rendimento;95;26.829.992,12;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
9999;Acordo/Ajuste;9313593;2022;1321.00.1.1.01.000;Rendimento;95;46.776,99;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;03/01/2023
1251;Convênio;9340404;2022;1321.00.1.1.01.000;Rendimento;70;1.873,32;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;02/01/2023
1251;Convênio;9341862;2022;1321.00.1.1.01.000;Rendimento;70;616,24;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;02/01/2023
1251;Convênio;9342926;2022;1321.00.1.1.01.000;Rendimento;70;4.553,87;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;02/01/2023
1251;Convênio;9342938;2022;1321.00.1.1.01.000;Rendimento;70;983,29;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;02/01/2023
1251;Convênio;9344208;2022;1321.00.1.1.01.000;Rendimento;70;818,58;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;02/01/2023
1251;Convênio;9344495;2022;1321.00.1.1.01.000;Rendimento;70;701,84;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;02/01/2023
1251;Convênio;9344681;2022;1321.00.1.1.01.000;Rendimento;70;169,80;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;02/01/2023
1251;Convênio;9344683;2022;1321.00.1.1.01.000;Rendimento;24;1.925,58;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;02/01/2023
1251;Convênio;9344936;2022;1321.00.1.1.01.000;Rendimento;70;409,26;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;02/01/2023
1251;Convênio;9344938;2022;1321.00.1.1.01.000;Rendimento;70;9.973,40;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;02/01/2023
1251;Convênio;9345086;2022;1321.00.1.1.01.000;Rendimento;70;653,79;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;Arrecadado;02/01/2023
