uo;tipo_siafi;no_siafi;ano_exercicio_receita;codigo_classificacao_receita;tipo_de_receita;fonte;receita_arrecadada_r;classificacao_receita;registro_receita;data_da_arrecadacao
2271;Convênio;9292811;2026;1321.01.0.1.01.000;Rendimento;68;691,49;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;28/03/2026
2271;Convênio;9345896;2026;1321.01.0.1.01.000;Rendimento;68;450,12;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;28/03/2026
2271;Convênio;9433653;2026;1321.01.0.1.01.000;Rendimento;68;872,06;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;28/03/2026
2271;Convênio;9433653;2026;1741.50.0.1.99.000;Receita Corrente;68;7.897,85;SUS-SAUDE - OUTROS;Arrecadado;28/03/2026
1251;Convênio;9293675;2026;1717.99.0.1.20.002;Receita Corrente;24;6.000,00;SEGURANCA PUBLICA - CENTRAIS DE ABASTECIMENTO DE MINAS GERAIS - CEASAMINAS;Arrecadado;27/03/2026
1251;Convênio;9313581;2026;1321.01.0.1.01.000;Rendimento;70;0,01;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;27/03/2026
1251;Convênio;9317262;2026;1724.99.0.1.23.001;Receita Corrente;69;1.193.077,17;SEGURANCA PUBLICA - COMPANHIA DE SANEAMENTO DE MINAS GERAIS - COPASA;Arrecadado;27/03/2026
1251;Convênio;9459050;2026;2432.99.0.1.22.001;Receita de Capital;70;16.998,54;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;27/03/2026
1371;Acordo/Ajuste;9436627;2026;1321.01.0.1.01.000;Rendimento;9;39.449,51;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;27/03/2026
1401;Convênio;9474871;2026;1732.99.0.1.23.001;Receita Corrente;70;65.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;27/03/2026
1401;Acordo/Ajuste;9497328;2026;1321.01.0.1.01.000;Rendimento;9;5.700,12;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;27/03/2026
1451;Convênio;9451424;2026;1321.01.0.1.01.000;Rendimento;70;115,99;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;27/03/2026
1451;Convênio;9451424;2026;2432.99.0.1.22.001;Receita de Capital;70;45.020,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;27/03/2026
1511;Acordo/Ajuste;9490313;2026;1741.99.0.1.50.999;Receita Corrente;9;20.192,51;SEGURANCA PUBLICA - OUTROS;Arrecadado;27/03/2026
2311;Convênio;9492881;2026;1732.50.0.1.01.000;Receita Corrente;70;202.500,00;SUS-SAUDE - DIVERSOS MUNICIPIOS;Arrecadado;27/03/2026
2351;Convênio;9478834;2026;1732.51.0.1.01.000;Receita Corrente;70;160.000,00;EDUCACAO - DIVERSOS MUNICIPIOS;Arrecadado;27/03/2026
1251;Convênio;9280770;2026;1321.01.0.1.01.000;Rendimento;70;147,02;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1251;Convênio;9286435;2026;1321.01.0.1.01.000;Rendimento;70;109,47;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1251;Convênio;9313581;2026;1321.01.0.1.01.000;Rendimento;70;2,61;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1251;Convênio;9331772;2026;1321.01.0.1.01.000;Rendimento;70;42,29;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1251;Convênio;9447778;2026;1321.01.0.1.01.000;Rendimento;70;26,58;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9276279;2026;1321.01.0.1.01.000;Rendimento;70;1.055,13;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9286434;2026;1321.01.0.1.01.000;Rendimento;70;5,25;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9327388;2026;1321.01.0.1.01.000;Rendimento;70;321,55;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9337559;2026;1321.01.0.1.01.000;Rendimento;70;120,57;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9368834;2026;1321.01.0.1.01.000;Rendimento;10;355,52;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9368834;2026;1321.01.0.1.01.000;Rendimento;2;11.495,27;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9401388;2026;1321.01.0.1.01.000;Rendimento;10;331,28;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9401388;2026;1321.01.0.1.01.000;Rendimento;2;6.294,38;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9408101;2026;1321.01.0.1.01.000;Rendimento;70;35,11;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9408849;2026;1321.01.0.1.01.000;Rendimento;70;99,63;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9428456;2026;1321.01.0.1.01.000;Rendimento;70;413,66;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9430577;2026;1321.01.0.1.01.000;Rendimento;70;824,21;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9434255;2026;1321.01.0.1.01.000;Rendimento;70;192,31;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9440535;2026;1321.01.0.1.01.000;Rendimento;24;8.366,49;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9445629;2026;1321.01.0.1.01.000;Rendimento;70;351,00;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9447306;2026;1321.01.0.1.01.000;Rendimento;70;16,55;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9447469;2026;1321.01.0.1.01.000;Rendimento;70;80,87;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9447747;2026;1321.01.0.1.01.000;Rendimento;10;261,12;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9447747;2026;1321.01.0.1.01.000;Rendimento;2;12.795,10;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9468709;2026;1321.01.0.1.01.000;Rendimento;70;792,33;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9470168;2026;1321.01.0.1.01.000;Rendimento;70;3.417,54;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Convênio;9474871;2026;1321.01.0.1.01.000;Rendimento;70;1.082,53;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Acordo/Ajuste;9271652;2026;1321.01.0.1.01.000;Rendimento;66;7,35;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Acordo/Ajuste;9292085;2026;1321.01.0.1.01.000;Rendimento;66;2.210,55;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Acordo/Ajuste;9344199;2026;1321.01.0.1.01.000;Rendimento;66;811,59;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;Acordo/Ajuste;9344844;2026;1321.01.0.1.01.000;Rendimento;74;24,02;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;17;9445569;2026;1321.01.0.1.01.000;Rendimento;98;16.100,23;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;17;9445625;2026;1321.01.0.1.01.000;Rendimento;98;1.084,32;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;17;9445626;2026;1321.01.0.1.01.000;Rendimento;98;460,07;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;17;9445633;2026;1321.01.0.1.01.000;Rendimento;98;29.342,30;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;17;9445636;2026;1321.01.0.1.01.000;Rendimento;98;2.223,17;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;17;9445639;2026;1321.01.0.1.01.000;Rendimento;98;2.879,42;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;17;9445738;2026;1321.01.0.1.01.000;Rendimento;98;375,24;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;17;9445739;2026;1321.01.0.1.01.000;Rendimento;98;145,58;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;17;9480958;2026;1321.01.0.1.01.000;Rendimento;98;2.469,71;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;17;9481155;2026;1321.01.0.1.01.000;Rendimento;98;3.612,76;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;17;9481254;2026;1321.01.0.1.01.000;Rendimento;98;3.211,34;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;17;9481255;2026;1321.01.0.1.01.000;Rendimento;98;3.612,76;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;17;9481256;2026;1321.01.0.1.01.000;Rendimento;98;1.605,67;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;17;9481257;2026;1321.01.0.1.01.000;Rendimento;98;3.211,34;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;17;9481452;2026;1321.01.0.1.01.000;Rendimento;98;10.998,85;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
1401;17;9490675;2026;1321.01.0.1.01.000;Rendimento;98;6.256,70;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
2271;Convênio;9319206;2026;1321.01.0.1.01.000;Rendimento;70;73,61;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
2271;Convênio;9319211;2026;1321.01.0.1.01.000;Rendimento;70;10,48;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
2271;Convênio;9323284;2026;1321.01.0.1.01.000;Rendimento;68;1,02;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
2271;Convênio;9325286;2026;1321.01.0.1.01.000;Rendimento;70;328,13;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
2271;Convênio;9337873;2026;1321.01.0.1.01.000;Rendimento;70;0,44;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
2271;Convênio;9372112;2026;1321.01.0.1.01.000;Rendimento;70;13.633,83;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
2271;Convênio;9372113;2026;1321.01.0.1.01.000;Rendimento;70;5.161,51;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
2271;Convênio;9372560;2026;1321.01.0.1.01.000;Rendimento;70;2.082,94;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
2271;Convênio;9386283;2026;1321.01.0.1.01.000;Rendimento;70;1.121,81;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/03/2026
2271;Convênio;9283548;2026;1321.01.0.1.01.000;Rendimento;70;90,75;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;25/03/2026
2271;Convênio;9288037;2026;1321.01.0.1.01.000;Rendimento;70;485,34;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;25/03/2026
2271;Convênio;9291991;2026;1321.01.0.1.01.000;Rendimento;68;0,07;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;25/03/2026
2271;Convênio;9292811;2026;1321.01.0.1.01.000;Rendimento;68;746,85;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;25/03/2026
2271;Convênio;9292955;2026;1321.01.0.1.01.000;Rendimento;70;12.728,68;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;25/03/2026
2271;Convênio;9322363;2026;1321.01.0.1.01.000;Rendimento;68;1,41;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;25/03/2026
2271;Convênio;9323059;2026;1321.01.0.1.01.000;Rendimento;68;4.751,53;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;25/03/2026
2271;Convênio;9323115;2026;1321.01.0.1.01.000;Rendimento;68;9.445,93;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;25/03/2026
2271;Convênio;9323280;2026;1321.01.0.1.01.000;Rendimento;68;452,89;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;25/03/2026
2271;Convênio;9341692;2026;1321.01.0.1.01.000;Rendimento;70;1.993,59;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;25/03/2026
2271;Convênio;9341693;2026;1321.01.0.1.01.000;Rendimento;70;883,40;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;25/03/2026
2271;Convênio;9346613;2026;1321.01.0.1.01.000;Rendimento;70;8.037,31;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;25/03/2026
2331;Acordo/Ajuste;9490809;2026;1717.99.0.1.06.001;Receita Corrente;73;2.964.259,00;CIENCIA TECNOLOGIA - INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA - INMETRO;Arrecadado;25/03/2026
2331;Acordo/Ajuste;9490809;2026;2414.99.0.1.08.001;Receita de Capital;73;20.000,00;CIENCIA TECNOLOGIA - INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA - INMETRO;Arrecadado;25/03/2026
1251;Convênio;9372838;2026;1732.99.0.1.23.001;Receita Corrente;70;30.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;24/03/2026
2271;Convênio;9274432;2026;1321.01.0.1.01.000;Rendimento;68;61,39;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;24/03/2026
2271;Convênio;9274438;2026;1321.01.0.1.01.000;Rendimento;68;204,38;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;24/03/2026
2271;Convênio;9274478;2026;1321.01.0.1.01.000;Rendimento;68;29,00;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;24/03/2026
2271;Convênio;9283548;2026;1321.01.0.1.01.000;Rendimento;70;31,81;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;24/03/2026
2421;Convênio;9314782;2026;1321.01.0.1.01.000;Rendimento;10;19,07;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;24/03/2026
2421;Convênio;9314782;2026;1321.01.0.1.01.000;Rendimento;24;6.677,34;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;24/03/2026
2421;Convênio;9327216;2026;1321.01.0.1.01.000;Rendimento;10;10.716,20;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;24/03/2026
2421;Convênio;9327216;2026;1321.01.0.1.01.000;Rendimento;24;42.864,80;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;24/03/2026
4291;Portaria;9454474;2026;1321.01.0.1.01.000;Rendimento;37;94,32;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;24/03/2026
4291;Portaria;9456608;2026;1321.01.0.1.01.000;Rendimento;37;45,93;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;24/03/2026
4291;Portaria;9456613;2026;1321.01.0.1.01.000;Rendimento;37;28,96;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;24/03/2026
4291;Portaria;9456620;2026;1321.01.0.1.01.000;Rendimento;37;13,78;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;24/03/2026
4291;Portaria;9456623;2026;1321.01.0.1.01.000;Rendimento;37;6,13;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;24/03/2026
4291;Portaria;9459029;2026;1321.01.0.1.01.000;Rendimento;37;8,41;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;24/03/2026
4291;Portaria;9460026;2026;1321.01.0.1.01.000;Rendimento;37;36,75;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;24/03/2026
4291;Portaria;9460030;2026;1321.01.0.1.01.000;Rendimento;37;23,28;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;24/03/2026
1251;Convênio;9493542;2026;1732.99.0.1.23.001;Receita Corrente;70;20.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;23/03/2026
1401;Convênio;9428456;2026;1732.99.0.1.23.001;Receita Corrente;70;30.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;23/03/2026
1401;Convênio;9470168;2026;2432.99.0.1.22.001;Receita de Capital;70;100.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;23/03/2026
1401;Convênio;9492477;2026;2432.99.0.1.22.001;Receita de Capital;70;450.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;23/03/2026
1401;Convênio;9494486;2026;1732.99.0.1.23.001;Receita Corrente;70;7.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;23/03/2026
1401;Convênio;9494486;2026;2432.99.0.1.22.001;Receita de Capital;70;5.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;23/03/2026
1511;Acordo/Ajuste;9490313;2026;1741.99.0.1.50.999;Receita Corrente;9;36.846,01;SEGURANCA PUBLICA - OUTROS;Arrecadado;23/03/2026
1511;Acordo/Ajuste;9490313;2026;2441.99.0.1.50.999;Receita de Capital;9;162.068,90;SEGURANCA PUBLICA - OUTROS;Arrecadado;23/03/2026
2271;Convênio;9413551;2026;1321.01.0.1.01.000;Rendimento;68;13,34;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;23/03/2026
1251;Convênio;9326072;2026;1732.99.0.1.23.001;Receita Corrente;70;5.400,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;20/03/2026
1251;Convênio;9372108;2026;1732.99.0.1.23.001;Receita Corrente;70;78.795,88;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;20/03/2026
1251;Convênio;9372108;2026;2432.99.0.1.22.001;Receita de Capital;70;299.149,04;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;20/03/2026
1251;Convênio;9372838;2026;1732.99.0.1.23.001;Receita Corrente;70;15.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;20/03/2026
1251;Convênio;9422069;2026;1732.99.0.1.23.001;Receita Corrente;70;11.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;20/03/2026
1251;Convênio;9493541;2026;2432.99.0.1.22.001;Receita de Capital;70;40.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;20/03/2026
1401;Acordo/Ajuste;9497328;2026;1741.99.0.1.50.999;Receita Corrente;9;35.000,00;SEGURANCA PUBLICA - OUTROS;Arrecadado;20/03/2026
1401;Acordo/Ajuste;9497328;2026;2441.99.0.1.50.999;Receita de Capital;9;698.395,92;SEGURANCA PUBLICA - OUTROS;Arrecadado;20/03/2026
1451;Convênio;9479863;2026;1321.01.0.1.01.000;Rendimento;70;681,87;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;20/03/2026
4291;Portaria;9408767;2026;1713.50.5.1.05.000;Receita Corrente;92;3.196.900,00;TRANSF. BLOCO MANUT. ASPS - GESTAO SUS - PRINC. - VALORIZAGTES-SUS;Arrecadado;20/03/2026
1251;Convênio;9293675;2026;1717.99.0.1.20.002;Receita Corrente;24;6.000,00;SEGURANCA PUBLICA - CENTRAIS DE ABASTECIMENTO DE MINAS GERAIS - CEASAMINAS;Arrecadado;19/03/2026
1251;Convênio;9383317;2026;1732.99.0.1.23.001;Receita Corrente;70;18.666,66;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;19/03/2026
1251;Convênio;9447308;2026;2432.99.0.1.22.001;Receita de Capital;70;200.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;19/03/2026
1251;Convênio;9493538;2026;1732.99.0.1.23.001;Receita Corrente;70;4.889,90;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;19/03/2026
1251;Convênio;9493538;2026;2432.99.0.1.22.001;Receita de Capital;70;29.110,10;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;19/03/2026
2271;Convênio;9414091;2026;2441.99.0.1.26.001;Receita de Capital;68;6.584,10;SUS-SAUDE - INSTITUICOES DE ENSINO;Arrecadado;19/03/2026
4291;Portaria;9393698;2026;1321.01.0.1.01.000;Rendimento;57;105.627,32;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;19/03/2026
4291;Portaria;9460029;2026;1321.01.0.1.01.000;Rendimento;37;13,44;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;19/03/2026
1221;17;9447104;2026;1321.01.0.1.01.000;Rendimento;98;26,34;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;18/03/2026
1221;17;9480921;2026;1321.01.0.1.01.000;Rendimento;98;49,44;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;18/03/2026
1251;Convênio;9427545;2026;1717.99.0.1.20.002;Receita Corrente;24;192.601,38;SEGURANCA PUBLICA - CENTRAIS DE ABASTECIMENTO DE MINAS GERAIS - CEASAMINAS;Arrecadado;18/03/2026
1251;Convênio;9427545;2026;2414.99.0.1.20.001;Receita de Capital;24;1.000,00;SEGURANCA PUBLICA - CENTRAIS DE ABASTECIMENTO DE MINAS GERAIS - CEASAMINAS;Arrecadado;18/03/2026
1301;Convênio;9325275;2026;2414.54.0.1.04.000;Receita de Capital;24;3.247.000,00;TRANSPORTE - MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;Arrecadado;18/03/2026
1401;Convênio;9408848;2026;1321.01.0.1.01.000;Rendimento;70;4,35;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;18/03/2026
2311;Convênio;9408381;2026;1732.50.0.1.01.000;Receita Corrente;70;201.723,82;SUS-SAUDE - DIVERSOS MUNICIPIOS;Arrecadado;18/03/2026
1251;Convênio;9319127;2026;1732.99.0.1.23.001;Receita Corrente;70;23.328,42;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;17/03/2026
1251;Convênio;9441307;2026;1732.99.0.1.23.001;Receita Corrente;70;6.536,14;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;17/03/2026
1251;Convênio;9441307;2026;2432.99.0.1.22.001;Receita de Capital;70;3.747,14;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;17/03/2026
1251;Convênio;9471863;2026;1732.99.0.1.23.001;Receita Corrente;70;5.146,83;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;17/03/2026
1251;Convênio;9471863;2026;2432.99.0.1.22.001;Receita de Capital;70;7.853,17;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;17/03/2026
1371;Acordo/Ajuste;9390353;2026;1321.01.0.1.01.000;Rendimento;9;103.352,95;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
1451;Convênio;9447779;2026;1321.01.0.1.01.000;Rendimento;10;2,38;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
1451;Convênio;9447779;2026;1321.01.0.1.01.000;Rendimento;24;116,67;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
1451;Convênio;9451351;2026;1321.01.0.1.01.000;Rendimento;10;23,27;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
1451;Convênio;9451351;2026;1321.01.0.1.01.000;Rendimento;2;1.140,04;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
1451;Convênio;9453523;2026;1321.01.0.1.01.000;Rendimento;10;53,10;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
1451;Convênio;9453523;2026;1321.01.0.1.01.000;Rendimento;24;828,71;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
1451;17;9481212;2026;1321.01.0.1.01.000;Rendimento;98;4.014,18;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
1481;Convênio;9440905;2026;1321.01.0.1.01.000;Rendimento;24;226,15;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
1481;Convênio;9440905;2026;1321.01.0.1.01.000;Rendimento;10;313,45;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
1481;Convênio;9471928;2026;1321.01.0.1.01.000;Rendimento;24;337,43;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
1481;Convênio;9471928;2026;1321.01.0.1.01.000;Rendimento;71;506,15;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
1481;17;9447476;2026;1321.01.0.1.01.000;Rendimento;98;6.936,50;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
2271;Convênio;9413383;2026;1741.50.0.1.99.000;Receita Corrente;68;3.655,61;SUS-SAUDE - OUTROS;Arrecadado;17/03/2026
2271;Convênio;9413395;2026;1741.50.0.1.99.000;Receita Corrente;68;241.719,39;SUS-SAUDE - OUTROS;Arrecadado;17/03/2026
2271;Convênio;9447326;2026;1741.50.0.1.99.000;Receita Corrente;68;2.526,45;SUS-SAUDE - OUTROS;Arrecadado;17/03/2026
2311;Convênio;9408379;2026;1732.50.0.1.01.000;Receita Corrente;70;87.950,40;SUS-SAUDE - DIVERSOS MUNICIPIOS;Arrecadado;17/03/2026
2311;Convênio;9408381;2026;1732.50.0.1.01.000;Receita Corrente;70;208.975,64;SUS-SAUDE - DIVERSOS MUNICIPIOS;Arrecadado;17/03/2026
